AKKO,"AEM90,AD1003-D16",,1,,0
AKKO,"AEM90,AD1003-D17",,4,,0
AKKO,"AEM90,AD1003-D20",,4,,0
AKKO,"AEM90,AD1003-D21",,6,,0
AKKO,"AEM90,AD1003-D25",,3,,0
AKKO,"AEM90,AP10-D16-W16",,2,,0
AKKO,"AEM90,AP10-D20-W20",,1,,0
AKKO,"AEM90,AP16DJ-D25",,4,,0
AKKO,"AEM95,XD0206-D25",,1,,0
AKKO,"AEMR,RD1003-D20",,2,,0
AKKO,"AEMR,RD1003-D25",,2,,0
AKKO,"AEMR,RD1004-D25",,4,,0
AKKO,"AEMR,RD1004-D32",,4,,0
AKKO,"AEMR,RD1004-D32",,2,,0
AKKO,"AEMR,RD1204-D42",,3,,0
AKKO,AFM42C-XD0806-D063,,1,,0
AKKO,AFM42C-XD0806-D080,,1,,0
AKKO,"AFM45S,SE13-D050",,4,,0
AKKO,"AFM45S,SE13-D063",,3,,0
AKKO,"AFM45,SE13-D080",,2,,0
AKKO,AFM88C-SN1206-D063,,1,,0
AKKO,"AFM90,SP1004-D040",,4,,0
AKKO,"AFM90,SP1004-D050",,2,,0
AKKO,"AFM90S,SD1204-D063",,1,,0
AKKO,"AFM95C,XD0310-D052",,2,,0
AKKO,"AFMRC,RD1204-D032",,4,,0
AKKO,"AFMRC,RD1204-D040",,5,,0
AKKO,"AFMRC,RD1204-D052",,3,,0
AKKO,"AFMRC,RD1204-D063",,1,,0
AKKO,"AFMRC,RD12T3-D040",,1,,0
AKKO,"AFMRC,RD12T3-D052",,2,,0
AKKO,"AHFM,EP1003-D050",,2,,0
AKKO,"AHFM,EP1003-D063",,2,,0
AKKO,"AHFM,EP1003-D16",,5,,0
AKKO,"AHFM,EP1003-D20",,4,,0
AKKO,"AHFM,EP1003-D25",,2,,0
AKKO,"AHFM,EP1003-D32",,4,,0
AKKO,"AHFM,EP1003-D42",,1,,0
AKKO,"AHFM,SP1004-D063",,5,,0
AKKO,"AHFM,SP1004-D52",,5,,0
AKKO,AP10-D25-W25 L100,,4,,0
AKKO,AFM45C - SN1206 D050 A22 Z05 H,,1,,0
