company,code,subcode,במלאי,amount,description,price ,סהכ,category,subcategory,izo,grade,currency
DIJET,NDMBS06-0015,"BNMS-060030T-S10C(D06,d10,l0=30,l30,L80)",1,1,"קנה מתק""ש ,קצר,ל-MIRROR BALL",644.84, ₪  644.84 ,shanks,,,,ILS
DIJET,NTICN12-2900,CNMG 120404-UB                    JC110V,10,10,"לוחית לחריטה, מתק""ש מצופה",5.94, ₪  59.40 ,inserts,engraving,,,ILS
DIJET,NTICN12-5155,CNMG 120408L-SG                   JC8015,20,20,"לוחית לחריטה, מתק""ש מצופה",11.75, ₪  235.00 ,inserts,engraving,,,ILS
DIJET,NTICN12-5110,CNMG 120408R-SG                   JC110V,10,10,"לוחית לחריטה, מתק""ש מצופה",11.33, ₪  113.30 ,inserts,engraving,,,ILS
DIJET,NTICN12-5105,CNMG 120408R-SG                   JC8015,10,80,"לוחית לחריטה, מתק""ש מצופה",13," ₪  1,040.00 ",inserts,engraving,,,ILS
DIJET,NTICN12-5310,CNMG 120408-SF                    JC110V,10,10,"לוחית לחריטה, מתק""ש מצופה",11.4, ₪  114.00 ,inserts,engraving,,,ILS
DIJET,NTICN12-5410,CNMG 120408-SZ    (PVD)           JC5118,50,100,"לוחית לחריטה, מתק""ש מצופה",12.1," ₪  1,210.00 ",inserts,engraving,,,ILS
DIJET,NTICN12-5108,CNMG 120412R-SG                   JC8015,10,70,"לוחית לחריטה, מתק""ש מצופה",13, ₪  910.00 ,inserts,engraving,,,ILS
DIJET,NMTEMRD-0400,"DDM-2160-40-W16     (D09,A16,d16,L88,Z2)",1,1,"כר'אצ',לוחית עגולה,לוח'RD0702",261.34, ₪  261.34 ,milling,,,,ILS
DIJET,NMTEMRD-0510,"DDM-2200-60-W20    (D10,A20,d20,L110,Z2)",3,4,"כר'אצ',לוחית עגולה,לוח'RD1003",223.34, ₪  893.36 ,milling,,,,ILS
DIJET,DOCSAR030020,"DV-OCSAR 4030-05(D3l8L60Z4d6,R05) JC8010",6,6,כרסום אצבע DIJET SUPER ALLOYS,139.03, ₪  834.18 ,other,,,,ILS
DIJET,DOCSAR040020,"DV-OCSAR 4040-05(D3l8L60Z4d6,R05) JC8010",3,2,כרסום אצבע DIJET SUPER ALLOYS,149.39, ₪  298.78 ,other,,,,ILS
DIJET,DOCSAR060020,"DV-OCSAR 4060-05(D3l8L60Z4d6,R05) JC8010",6,6,כרסום אצבע DIJET SUPER ALLOYS,174.99," ₪  1,049.94 ",other,,,,ILS
DIJET,DOCSAR080020,"DV-OCSAR 4080-05(D3l8L60Z4d6,R05) JC8010",4,4,כרסום אצבע DIJET SUPER ALLOYS,212.54, ₪  850.16 ,other,,,,ILS
DIJET,DOCSAR100010,DV-OCSAR4100-10 (D10l22L80d10R1.0)JC8010,9,9,כרסום אצבע ל-DIJET SUPER ALLOYS,298.99," ₪  2,690.91 ",other,,,,ILS
DIJET,DOCSAR120010,DV-OCSAR4120-10(D12l26L100d12R1.0)JC8010,7,7,כרסום אצבע ל-DIJET SUPER ALLOYS,374.81," ₪  2,623.67 ",other,,,,ILS
DIJET,DOCSAR160035,DV-OCSAR4160-10(D16l32L110d16R30) JC8010,3,3,כרסום אצבע DIJET SUPER ALLOYS,745.15," ₪  2,235.45 ",other,,,,ILS
DIJET,DOCSAR160030,DV-OCSAR4160-30(D16l32L110d16R30)JC8000H,1,1,כרסום אצבע DIJET SUPER ALLOYS,0.04, ₪  0.04 ,other,,,,ILS
DIJET,DSCM6060-0010,"DV-SCMS6060    (D6.0,l15,L50,Z6)  JC8010",2,2,"כרסום אצבע מתק""ש לפלדות קשות",242.9, ₪  485.80 ,other,,,,ILS
DIJET,DSCM6100-0010,"DV-SCMS6100   (D10.0,l25,L75,Z6)  JC8010",4,4,"כרסום אצבע מתק""ש לפלדות קשות",416.42," ₪  1,665.68 ",other,,,,ILS
DIJET,DSCM8120-0010,"DV-SCMS8120  (D12.0,l26,L100,Z8)  JC8010",2,2,"כרסום אצבע מתק""ש לפלדות קשות",566.77," ₪  1,133.54 ",other,,,,ILS
DIJET,DSEH4020010,"DV-SEHH4020      (D2,l7,L60,Z4)  JC8000H",10,16,"כרסום אצבע מתק""ש לפלדות קשות",85.01," ₪  1,360.16 ",other,,,,ILS
DIJET,DSEH4030-010,"DV-SEHH4030-R02 (D3,l10,L60,Z4)  JC8000H",10,10,"כרסום אצבע מתק""ש לפלדות קשות",95.62, ₪  956.20 ,other,,,,ILS
DIJET,DSEH6060-010,"DV-SEHH6060-R02 (D6,l15,L60,Z6)  JC8000H",22,13,"כרסום אצבע מתק""ש לפלדות קשות",126.89," ₪  1,649.57 ",other,,,,ILS
DIJET,DSEH6080-010,"DV-SEHH6080-R02 (D8,l20,L70,Z6)  JC8000H",25,22,"כרסום אצבע מתק""ש לפלדות קשות",153.51," ₪  3,377.22 ",other,,,,ILS
DIJET,DSEH6100-010,"DV-SEHH6100-R02 (D10,l25,L80,Z6) JC8000H",6,1,"כרסום אצבע מתק""ש לפלדות קשות",188.48, ₪  188.48 ,other,,,,ILS
DIJET,DSEH6120-010,"DV-SEHH6120-R02 (D12,l30,L100,Z6)JC8000H",3,1,"כרסום אצבע מתק""ש לפלדות קשות",474.1, ₪  474.10 ,other,,,,ILS
DIJET,NDSEM60-0060,"DV-SEHM6060 (D6.0,l?,L?,Z6,d6)   JC8000H",3,3,"כרסום אצבע מתק""ש לפלדות קשות",197.93, ₪  593.79 ,other,,,,ILS
DIJET,NDSEM60-0100,"DV-SEHM6100 (D10.0,l?,L?,Z6,d10) JC8000H",3,3,"כרסום אצבע מתק""ש לפלדות קשות",310.59, ₪  931.77 ,other,,,,ILS
DIJET,DZR0410-0100,"DZ-OCRS4100           (D10,l23,L72,Z4)",1,3,"כר'אצ' מתק""ש ריסוק לפל' קשות וברזל יציקה",258.28, ₪  774.84 ,other,,,,ILS
DIJET,NMIEO06-0100,EOHW 060210ZTR   (PVD)            JC6102,60,40,לוחית ימנית high feed milling לפלדה מחוסמת,18.34, ₪  733.60 ,other,,,,ILS
DIJET,NMIEO06-0050,EOMW 060210ZER   (PVD)            JC5118,120,40,לוחית ימנית high feed milling,12.86, ₪  514.40 ,other,,,,ILS
DIJET,NMIEO06-0070,EOMW 060210ZER   (PVD)            JC7560,120,50,לוחית ימנית high feed milling,16.04, ₪  802.00 ,other,,,,ILS
DIJET,NMEXSKS-0100,"EXSKS-4050R-22     (D50,d22,F55,Z4*wn09)",2,2,"כרס' high feed milling,לוח' 6 פינות עבודה",595," ₪  1,190.00 ",other,,,,ILS
DIJET,NMEXSKS-0150,"EXSKS-4052R-22     (D52,d22,F50,Z4*wn09)",3,2,"כרס' high feed milling,לוח' 6 פינות עבודה",588," ₪  1,176.00 ",other,,,,ILS
DIJET,NMEXSKS-0350,"EXSKS-5063R-27     (D63,d27,F50,Z5*wn09)",1,1,"כרס' high feed milling,לוח' 6 פינות עבודה",778.35, ₪  778.35 ,other,,,,ILS
DIJET,,EXTDM-5052R-12-22,,1,"כרס' high feed milling,לוח' 6 פינות עבודה",,,other,,,,ILS
DIJET,NMEXSKS-0500,"EXSKS-6080R-27     (D80,d27,F??,Z6*wn09)",1,1,"כרס' high feed milling,לוח' 6 פינות עבודה",1010.27," ₪  1,010.27 ",other,,,,ILS
DIJET,NMTFHEP-0005,"HEP-3050R-08-22         (D50,d22,F65,Z3)",2,1,"כרס'שטח,לוחית משובעת XDMW0806",584.02, ₪  584.02 ,other,,,,ILS
DIJET,NMTFHEP-0020,"HEP-4063R-08-27         (D63,d27,F50,Z4)",1,1,"כרס'שטח,לוחית משובעת XDMW0806",652.72, ₪  652.72 ,other,,,,ILS
DIJET,NDMRB06-0180,HRM-060-R10   (H.F.C)             JC8015,2,2,"להב מתק""ש שטוח לקידמה מהירה",73.75, ₪  147.50 ,other,,,,ILS
DIJET,NDMRB08-0116,HRM-080-R05-F  (H.F.C)            JC6102,2,2,"להב מתק""ש שטוח לקידמה מהירה",71.6, ₪  143.20 ,other,,,,ILS
DIJET,NDMRB08-0117,HRM-080-R05-F  (H.F.C)            JC8015,4,4,"להב מתק""ש שטוח לקידמה מהירה",71.6, ₪  286.40 ,other,,,,ILS
DIJET,NDMRB08-0180,HRM-080-R10   (H.F.C)             JC8015,4,10,"להב מתק""ש שטוח לקידמה מהירה",69.89, ₪  698.90 ,other,,,,ILS
DIJET,NDMRB08-0200,HRM-080-R20   (H.F.C)             JC8015,10,10,"להב מתק""ש שטוח לקידמה מהירה",69.89, ₪  698.90 ,other,,,,ILS
DIJET,NDMRB10-0115,HRM-100-R05    (H.F.C)            JC8015,4,4,"להב מתק""ש שטוח לקידמה מהירה",77.9, ₪  311.60 ,other,,,,ILS
DIJET,NDMRB10-0160,HRM-100-R10                       JC8015,10,4,"להב מתק""ש שטוח MIROR.RAD",84.67, ₪  338.68 ,other,,,,ILS
DIJET,NDMRB10-0300,HRM-100-R20   (H.F.C)             JC8015,6,14,"להב מתק""ש שטוח לקידמה מהירה",84.15," ₪  1,178.10 ",other,,,,ILS
DIJET,NDMRB12-0300,HRM-120-R20   (H.F.C)             JC8015,2,4,"להב מתק""ש שטוח לקידמה מהירה",74.2, ₪  296.80 ,other,,,,ILS
DIJET,NDMRB16-0300,HRM-160-R30   (H.F.C)             JC8015,6,6,"להב מתק""ש שטוח לקידמה מהירה",103.18, ₪  619.08 ,other,,,,ILS
DIJET,NDMRB20-0300,HRM-200-R30   (H.F.C)             JC8015,1,1,XDHW 0206-10,118.02, ₪  118.02 ,other,,,,ILS
DIJET,NMDCP15-0020,IM-CP32N           (PVD)          JC5030,20,20,"לוח'כר'מתקש מצופה,DIJET,כר'90",16.65, ₪  333.00 ,other,,,,ILS
DIJET,NMDCP15-0030,IM-CP32N           (PVD)          JC5040,20,20,"לוח'כר'מתקש מצופה,DIJET,כר'90",16.72, ₪  334.40 ,other,,,,ILS
DIJET,NMDSP09-0010,IM-SP32GS          (PVD)          JC5015,10,50,"לוח'כר'מתקש מצופה,DIJET,כר'90",14.02, ₪  701.00 ,other,,,,ILS
DIJET,NMDSP09-0020,IM-SP32GS          (PVD)          JC5030,40,40,"לוח'כר'מתקש מצופה,DIJET,כר'90",14.02, ₪  560.80 ,other,,,,ILS
DIJET,NMDSP09-0030,IM-SP32GS          (PVD)          JC5040,40,40,"לוח'כר'מתקש מצופה,DIJET,כר'90",14.02, ₪  560.80 ,other,,,,ILS
DIJET,NMDSP12-0015,IM-SP43GS          (PVD)          JC5118,130,140,"לוח'כר'מתקש מצופה,DIJET,כר'90",13.72," ₪  1,920.80 ",other,,,,ILS
DIJET,NMDSP12-0033,"IM-SP43GS-N1  (PVD,SERRATED)      JC5040",80,50,"לוחית כרסום משוננת,ציפוי PVD",12.81, ₪  640.50 ,other,,,,ILS
DIJET,NMDSP12-0025,"IM-SP43GS-N1  (PVD,SERRATED)      JC8015",70,40,"לוחית כרסום משוננת,ציפוי PVD",13.72, ₪  548.80 ,other,,,,ILS
DIJET,NMDSP12-0030,"IM-SP43GS-N1  (PVD,SERRATED)      JC8050",60,10,"לוחית כרסום משוננת,ציפוי PVD",12.28, ₪  122.80 ,other,,,,ILS
DIJET,NMMBN10-0010,"MBN-100-M6-H     (L=18,IMTERNAL COOLENT)",2,1,"ראש כרסום כדורי מתברג DIJET,",268.19, ₪  268.19 ,other,,,,ILS
DIJET,NMMBN12-0010,"MBN-120-M6-H     (L=20,IMTERNAL COOLENT)",2,2,"ראש כרסום כדורי מתברג DIJET,",275.69, ₪  551.38 ,other,,,,ILS
DIJET,NMMBN16-0010,"MBN-160-M8-H     (L=23,IMTERNAL COOLENT)",3,3,"ראש כרסום כדורי מתברג DIJET,",257.53, ₪  772.59 ,other,,,,ILS
DIJET,NMMCM25-0300,"MCM-2535-M12             (D25-35,L35,Z2)",2,2,"ראש כרסום 45 מע', מתברג, לוח'SP0903",495.1, ₪  990.20 ,other,,,,ILS
DIJET,NMMCM25-0400,"MCM-3343-M16             (D33-43,L43,Z3)",1,1,"ראש כרסום 45 מע', מתברג, לוח'SP0903",514.65, ₪  514.65 ,other,,,,ILS
DIJET,NMMEC10-0020,"MEC-2021-M10  (D21,Z1+1,ZD/ZC10,L30,M10)",2,2,"ראש כר',מתברג,לוחית ZD/ZC 1003",527.11," ₪  1,054.22 ",other,,,,ILS
DIJET,NMMEC13-0010,"MEC-2025-M12  (D25,Z1+1,ZP/ZD13,L35,M12)",1,1,"ראש כר',מתברג,לוחית ZP/ZD 13T3",628.17, ₪  628.17 ,other,,,,ILS
DIJET,NMMEC13-0020,"MEC-2026-M12  (D26,Z1+1,ZP/ZD13,L35,M12)",1,1,"ראש כר',מתברג,לוחית ZP/ZD 13T3",541.72, ₪  541.72 ,other,,,,ILS
DIJET,NMMIC13-0020,"MIC-3025-M12     (D25,Z3,ZP13T3,L35,M12)",1,1,"ראש כר',מתברג,לוחית ZPMT13T3",489.11, ₪  489.11 ,other,,,,ILS
DIJET,NMMIC13-0040,"MIC-3032-M16     (D32,Z3,ZP1604,L43,M16)",2,2,"ראש כר',מתברג,לוחית ZPMT1604",599.93," ₪  1,199.86 ",other,,,,ILS
DIJET,NMMPM10-0010,"MPM-2010-M6              (D10,Z2,L18,M6)",2,2,"ראש כר',מתברג,לוחית EO/ZO0602",261.18, ₪  522.36 ,other,,,,ILS
DIJET,NMMPM12-0010,"MPM-3012-M6              (D12,Z3,L20,M6)",8,9,"ראש כר',מתברג,לוחית EO/ZO0602",275.1," ₪  2,475.90 ",other,,,,ILS
DIJET,NMMPM16-0010,"MPM-4016-M8              (D16,Z4,L23,M8)",2,3,"ראש כר',מתברג,לוחית EO/ZO0602",350.53," ₪  1,051.59 ",other,,,,ILS
DIJET,NMMQX20-0015,"MQX-3020-M10            (D20,Z3,L30,M10)",8,3,"ראש כר',מתברג,לוחית EP10",312.94, ₪  938.82 ,other,,,,ILS
DIJET,NMMQX25-0020,"MQX-5025-M12             (D25,Z5,L35,M12)",5,5,"ראש כר',מתברג,לוחית EP10",427.16," ₪  2,135.80 ",other,,,,ILS
DIJET,NMMQX32-0020,"MQX-6032-M16            (D32,Z6,L43,M16)",4,1,"ראש כר',מתברג,לוחית EP10",516.94, ₪  516.94 ,other,,,,ILS
DIJET,NMMRN10-0010,"MRN-100-M6-H     (L=18,IMTERNAL COOLENT)",5,5,"ראש כרסום כדורי מתברג DIJET,",252.96," ₪  1,264.80 ",other,,,,ILS
DIJET,NMMRN12-0010,"MRN-120-M6-H     (L=20,IMTERNAL COOLENT)",4,2,"ראש כרסום כדורי מתברג DIJET,",238.31, ₪  476.62 ,other,,,,ILS
DIJET,NMMRN16-0010,"MRN-160-M8-H     (L=23,IMTERNAL COOLENT)",7,5,"ראש כרסום כדורי מתברג DIJET,",314.67," ₪  1,573.35 ",other,,,,ILS
DIJET,NMMRN20-0010,"MRN-200-M10-H    (L=30,IMTERNAL COOLENT)",1,1,"ראש כרסום כדורי מתברג DIJET,",347.03, ₪  347.03 ,other,,,,ILS
DIJET,NMDDMSH-0100,"MSH-2016-M8             (D16,Z2*WO04,M8)",2,2,"ראש כר',HFM,מתברג,לוח'WOMD04",406.03, ₪  812.06 ,other,,,,ILS
DIJET,NMDDMSH-0260,"MSH-3025-M12           (D25,Z3*WD05,M12)",2,2,"ראש כר',HFM,מתברג,לוח'WD0503",482.13, ₪  964.26 ,other,,,,ILS
DIJET,NMDDMSH-0270,"MSH-3026-M12           (D26,Z3*WD05,M12)",5,4,"ראש כר',HFM,מתברג,לוח'WD0503",481.43," ₪  1,925.72 ",other,,,,ILS
DIJET,NMDDMSH-0300,"MSH-3033-M16           (D33,Z3*WD06,M16)",5,1,"ראש כר',HFM,מתברג,לוח'WD06T3",536.15, ₪  536.15 ,other,,,,ILS
DIJET,NMDDMSH-0400,"MSH-4032-M16           (D32,Z4*WD05,M16)",1,1,"ראש כר',HFM,מתברג,לוח'WD0503",812.29, ₪  812.29 ,other,,,,ILS
DIJET,NMCS200-0010,MSN-M10-20-S20C                   (L=80),2,1,"קנה מתק""ש DIJET, קצה מתברג",587, ₪  587.00 ,other,,,,ILS
DIJET,NMCS200-0040,MSN-M10-40-S20C                   (L=80),1,1,"קנה מתק""ש DIJET, קצה מתברג",638.9, ₪  638.90 ,other,,,,ILS
DIJET,NMCS100-0010,MSN-M6-12-S10C                    (L=60),3,2,"קנה מתק""ש DIJET, קצה מתברג",305.27, ₪  610.54 ,other,,,,ILS
DIJET,NMCS120-0010,MSN-M6-15-S12C                    (L=60),7,5,"קנה מתק""ש DIJET, קצה מתברג",372.39," ₪  1,861.95 ",other,,,,ILS
DIJET,NMCS120-0020,MSN-M6-30-S12C                    (L=80),4,6,"קנה מתק""ש DIJET, קצה מתברג",502.75," ₪  3,016.50 ",other,,,,ILS
DIJET,NMCS100-0030,MSN-M6-50-S10C                   (L=100),1,3,"קנה מתק""ש DIJET, קצה מתברג",469.21," ₪  1,407.63 ",other,,,,ILS
DIJET,NMCS120-0030,MSN-M6-50-S12C                   (L=100),2,2,"קנה מתק""ש DIJET, קצה מתברג",526.71," ₪  1,053.42 ",other,,,,ILS
DIJET,NMCS120-0050,"MSN-M6-90S-S12C            (D12,M6,L=90)",1,1,"קנה מתק""ש DIJET, קצה מתברג",739.28, ₪  739.28 ,other,,,,ILS
DIJET,NMCS160-0050,"MSN-M8-107S-S16C          (D16,M8,L=107)",1,1,"קנה מתק""ש DIJET, קצה מתברג",580.04, ₪  580.04 ,other,,,,ILS
DIJET,NMCS160-0010,MSN-M8-20-S16C                    (L=75),1,2,"קנה מתק""ש DIJET, קצה מתברג",538.84," ₪  1,077.68 ",other,,,,ILS
DIJET,NMCS160-0020,MSN-M8-40-S16C                    (L=95),1,4,"קנה מתק""ש DIJET, קצה מתברג",552.05," ₪  2,208.20 ",other,,,,ILS
DIJET,NMMSW20-0010,"MSW-2018-M10      (D20,l18.5,L30,M10,Z2)",1,1,ראש כרסום DIJET כדורי עם לוחיות,728.78, ₪  728.78 ,other,,,,ILS
DIJET,NMFXD35-0065,"MXD-3035-M16  (95)      (D35,L43,M16,Z3)",2,1,"ראש כרס'מתב',95 מע',לוח'XD02",339.69, ₪  339.69 ,other,,,,ILS
DIJET,NMMPM10-0020,"PME-2010-S10        (D10,Z2,L80,l20,d10)",5,3,"כרסום אצבע לוחית EO06,קרור פנימי",243.86, ₪  731.58 ,other,,,,ILS
DIJET,NMDRD07-0150,RDGT 07T2M0F-AL                     FZ05,30,20,לוחית כרסום מושחזת עגולה לאלומיניום,12.33, ₪  246.60 ,other,,,,ILS
DIJET,NMDRD10-0260,RDGT 1004M0T    (PVD)             JC8050,20,20,לוחית כרסום מושחזת מצופה עגולה,15.23, ₪  304.60 ,other,,,,ILS
DIJET,NMDRD12-0300,RDGT 1204M0E    (PVD)             JC8015,10,10,לוחית כרסום מושחזת מצופה עגולה,15.23, ₪  152.30 ,other,,,,ILS
DIJET,NMDRD12-0320,RDGT 1204M0F-AL                     FZ05,20,30,לוחית כרסום מושחזת עגולה לאלומיניום,18.08, ₪  542.40 ,other,,,,ILS
DIJET,NMDRD12-0360,RDGT 1204M0T    (PVD)             JC8050,10,10,לוחית כרסום מושחזת מצופה עגולה,0, ₪  -   ,other,,,,ILS
DIJET,NMPRD10-0325,RDHT 1003MOF   (TITAN. ALLOYS+ALUM.) KT9,20,30,"לוחית כרסום עגולה, לא מצופה",15.15, ₪  454.50 ,other,,,,ILS
DIJET,NMPRD12-0325,RDHT 12T3MOF   (TITAN. ALLOYS+ALUM.) KT9,40,30,"לוחית כרסום עגולה, לא מצופה",16.48, ₪  494.40 ,other,,,,ILS
DIJET,NMDRD10-0065,RDHX 1003M0T                      JC5118,70,10,לוחית כרסום מצופה עגולה,14.28, ₪  142.80 ,other,,,,ILS
DIJET,NMPRD20-0060,RDHX 2006MOT                      JC5030,10,10,"לוחית כרסום עגולה, ציפוי PVD",33.2, ₪  332.00 ,other,,,,ILS
DIJET,NMDRD07-0200,RDMT 0702M0E    (PVD)             JC8050,10,10,לוחית כרסום מושחזת מצופה עגולה,10.5, ₪  105.00 ,other,,,,ILS
DIJET,NMDRD10-0206,RDMT 1004M0T    (PVD)             JC5118,40,40,לוחית כרסום מושחזת מצופה עגולה,12.32, ₪  492.80 ,other,,,,ILS
DIJET,NMDRD12-0305,RDMT 1204M0T    (PVD)             JC5118,50,50,לוחית כרסום לחוצה מצופה עגולה,15.04, ₪  752.00 ,other,,,,ILS
DIJET,NMDRD07-0300,RDMW 0702M0T    (PVD)             JC8015,10,10,לוחית כרסום מצופה עגולה,8.89, ₪  88.90 ,other,,,,ILS
DIJET,NMDRD12-0410,RDMW 1204M0T    (PVD)             JC8015,50,180,לוחית כרסום  מצופה עגולה,13.98," ₪  2,516.40 ",other,,,,ILS
DIJET,NDMRB06-0070,RNM-060-R03                       JC8015,2,2,"להב מתק""ש שטוח MIROR.RAD",77.03, ₪  154.06 ,other,,,,ILS
DIJET,NDMRB06-0120,RNM-060-R05                       JC8015,2,2,"להב מתק""ש שטוח MIROR.RAD",77.03, ₪  154.06 ,other,,,,ILS
DIJET,NDMRB10-0110,RNM-100-R05                       JC8015,6,6,"להב מתק""ש שטוח MIROR.RAD",81.29, ₪  487.74 ,other,,,,ILS
DIJET,NDMRB10-0210,RNM-100-R15                       JC5015,1,1,"להב מתק""ש שטוח MIROR.RAD",84.67, ₪  84.67 ,other,,,,ILS
DIJET,NDMRB12-0070,RNM-120-R03                       JC8015,2,2,"להב מתק""ש שטוח MIROR.RAD",89.45, ₪  178.90 ,other,,,,ILS
DIJET,NDMRB20-0255,RNM-200-R20                       JC8015,4,3,"להב מתק""ש שטוח MIROR.RAD",127.71, ₪  383.13 ,other,,,,ILS
DIJET,NDMRS08-0050,"RNML-080075S-S08C(D08,d12,l0=18,l75,L140",1,1,"קנה פלדה ,ארוך,ל-MIRROR RADIUS",0, ₪  -   ,other,,,,ILS
DIJET,NDMRS08-0020,"RNMM-080053T-S12(D08,d12,l0=18,l53,L110)",1,1,"קנה פלדה ,בנוני,ל-MIRROR RADIUS",253.62, ₪  253.62 ,other,,,,ILS
DIJET,NDMRS16-0020,"RNMM-160090S-S16      (D16,d16,l90,L160)",1,2,"קנה פלדה ,בנוני,ל-MIRROR RADIUS",378.44, ₪  756.88 ,other,,,,ILS
DIJET,NDMRS08-0040,"RNMS-080020U-S08C(D08,d8.0,l20,L70",1,1,"קנה מתק""ש ,קצר,ל-MIRROR RADIUS",661.94, ₪  661.94 ,other,,,,ILS
DIJET,NMDRP12-0025,RPMT 1204M0E-MM4    (PVD)        JC7560,10,20,לוחית כרסום עגולה ל-SUPER ALLOYS,0.04, ₪  0.80 ,other,,,,ILS
DIJET,NMDRP12-0020,RPMT 1204M0E-MM8    (PVD)        JC7560,10,20,לוחית כרסום עגולה ל-SUPER ALLOYS,0.04, ₪  0.80 ,other,,,,ILS
DIJET,NMDRP12-0030,RPMT 1204MOE-MH4    (PVD)        JC7560,10,20,לוחית כרסום עגולה ל-SUPER ALLOYS,0.04, ₪  0.80 ,other,,,,ILS
DIJET,NMDDSDH-0220,"SDH-3220-R07-M10     (D22,Z3*RD07T2,M10)",1,1,"ראש כר',מתברג,לוח'RD07T2",341.99, ₪  341.99 ,other,,,,ILS
DIJET,NMDDSDH-0300,"SDH-4320-R10-M16     (D32,Z4*RD1004,M16)",2,2,"ראש כר',מתברג,לוח'RD1004",410.32, ₪  820.64 ,other,,,,ILS
DIJET,NMDDSDH-0420,"SDH-4400-R12-M16     (D40,Z4*RD1204,M16)",1,1,"ראש כר',מתברג,לוח'RD1204",507.34, ₪  507.34 ,other,,,,ILS
DIJET,NMSDS12-0050,SDHW 1204AFTN                     JC5040,30,50,לוחית כרסום ISO  מצופה,13.97, ₪  698.50 ,other,,,,ILS
DIJET,NMDSD12-0080,SDHW 1204PDTR       (PVD)          JC8015,220,250,"לוח'כר'מתקש מצופה,DIJET,כר'90",13.51," ₪  3,377.50 ",other,,,,ILS
DIJET,NMDSD12-0070,SDMT 1204PDER       (PVD)          JC8050,80,170,"לוח'כר'מתקש מצופה,DIJET,כר'90",14.35," ₪  2,439.50 ",other,,,,ILS
DIJET,NMDSD12-0050,SDMT 1204PDER      (PVD)          JC5040,40,210,"לוח'כר'מתקש מצופה,DIJET,כר'90",13.94," ₪  2,927.40 ",other,,,,ILS
DIJET,NMDSD12-0060,SDMT 1204PDER      (PVD)          JC8015,60,120,"לוח'כר'מתקש מצופה,DIJET,כר'90",13.05," ₪  1,566.00 ",other,,,,ILS
DIJET,NMDSM25-0140,"SECL 2527S25    (D25,d25,L0=27,L220,l75)",1,2,"כרסום אצבע/שיקוע, ארוך, רב-תכליתי",0, ₪  -   ,other,,,,ILS
DIJET,NMDSM25-0050,"SECM 2527S25    (D25,d25,L0=27,L140,l60)",1,1,"כרסום אצבע/שיקוע, קצר, רב-תכליתי",569.49, ₪  569.49 ,other,,,,ILS
DIJET,NMDSM25-0070,"SECM 2627S25    (D26,d25,L0=27,L140,l40)",2,2,"כרסום אצבע/שיקוע, קצר, רב-תכליתי",569.49," ₪  1,138.98 ",other,,,,ILS
DIJET,NMDSM32-0070,"SECM 3334S32    (D33,d32,L0=34,L150,l50)",1,2,"כרסום אצבע/שיקוע, קצר, רב-תכליתי",607.33," ₪  1,214.66 ",other,,,,ILS
DIJET,DZSEM4040010,"SEM 4040            (D4.0,d6,l12,L50,Z4)",6,1,"כרסום אצבע מתק""ש לשימוש כללי",65.68, ₪  65.68 ,other,,,,ILS
DIJET,DZSEM4100010,"SEM 4100          (D10.0,d10,l22,L70,Z4)",10,1,"כרסום אצבע מתק""ש לשימוש כללי",165.21, ₪  165.21 ,other,,,,ILS
DIJET,NMTESKS-0160,"SKS-2016-50-S16   (D16,d16,H50,Z2*wo04)",3,1,"כרס'אצ',לוחית WO04 ל-H.F.MILL",348.23, ₪  348.23 ,other,,,,ILS
DIJET,NMTESKS-0200,"SKS-2020-50-S20   (D20,d20,H50,Z2*wd05)",3,3,"כרס'אצ',לוחית WD05 ל-H.F.MILL",475.88," ₪  1,427.64 ",other,,,,ILS
DIJET,NMTFSKS-0210,"SKS-4052R-08-22    (D52,d22,F50,Z4*wd08)",3,3,"כרס'שטח,לוחית high feed",713.22," ₪  2,139.66 ",other,,,,ILS
DIJET,NMTFSKS-0360,"SKS-4063R-10-27   (D63,d27,F50,Z4*wd010)",3,3,"כרס'שטח,לוחית high feed",853.82," ₪  2,561.46 ",other,,,,ILS
DIJET,NMTSD12-0040,"SSD90-5063R-22   (D63,d27,H??,Z5,G-BODY)",1,1,"כר'מצ' (90),לוח' מרובעת,SD1205",536.4, ₪  536.40 ,other,,,,ILS
DIJET,NMTSE13-0040,"SSE45-4050R-22   (D400,d22,H??,Z4,G-BODY)",3,1,"כר'מצ' (45),לוח' מרובעת,SE13T3",571.25, ₪  571.25 ,other,,,,ILS
DIJET,NMTSE13-0050,"SSE45-5050R-22   (D50,d22,H??,Z5,G-BODY)",1,1,"כר'מצ' (45),לוח' מרובעת,SE13T3",699.78, ₪  699.78 ,other,,,,ILS
DIJET,NMEMB16-0010,"SWB-16050S-S16     (D16,d16,L???,l50,Z2)",3,1,כרסום אצבע כדורי ארוך SWING-BALL,451.33, ₪  451.33 ,other,,,,ILS
DIJET,NMDBM16-0010,SWB-216-HM  (MAIN BLADE)          JC5118,50,30,"להב מתק""ש לראש כדורי SWING BALL",49.47," ₪  1,484.10 ",other,,,,ILS
DIJET,NMDBM16-0050,SWB-216-HS    (MAIN BLADE)        JC5118,50,30,"להב מתק""ש לראש כדורי SWING BALL",36.47," ₪  1,094.10 ",other,,,,ILS
